date,keyword_category,search_volume,mention_count,avg_stars_per_mention,influence_score,trend_direction,competitiveness,adoption_rate
2025-02,AI/ML,28,3,1065.6666666666667,609.4667066002868,down,0.30044892616276486,0.9537024138834841
2025-03,AI/ML,31,3,1065.6666666666667,676.7378468297677,up,0.4631058871546687,1.0589692777281516
2025-04,AI/ML,33,3,1065.6666666666667,720.4242325141739,up,0.48032087691341635,1.127330372813183
2025-05,AI/ML,29,3,1065.6666666666667,626.6359103687696,up,0.3661514504896396,0.9805690349821137
2025-06,AI/ML,32,3,1065.6666666666667,697.0505556163673,up,0.5398107660188205,1.0907549014422906
2025-07,AI/ML,31,3,1065.6666666666667,679.8129559312841,up,0.7901640740568682,1.0637812534133055
2025-08,AI/ML,26,3,1065.6666666666667,568.7207344443275,down,0.4815379651123366,0.8899425208813988
2025-09,AI/ML,26,3,1065.6666666666667,558.1852269822299,down,0.4966497418721746,0.8734564047584396
2025-10,AI/ML,28,3,1065.6666666666667,607.8984440825445,down,0.47829643933622407,0.9512483737651702
2025-10,AI/ML,22,3,1065.6666666666667,475.92633627249376,down,0.6332308417134895,0.7447364898169591
2025-11,AI/ML,27,3,1065.6666666666667,592.595351770769,down,0.8630721977020244,0.9273018711595835
2025-12,AI/ML,30,3,1065.6666666666667,660.3084024709929,down,0.5876777674755946,1.03326024297032
2025-02,Web开发,41,4,1003.25,288.913123567561,down,0.8029588080900325,1.042179942167091
2025-03,Web开发,50,4,1003.25,349.8366759477663,up,0.8195478327155434,1.2619460210221711
2025-04,Web开发,43,4,1003.25,302.20461518614115,up,0.8187571053947589,1.0901255868484998
2025-05,Web开发,42,4,1003.25,291.47655561719637,up,0.7827921848981223,1.0514268653675647
2025-06,Web开发,41,4,1003.25,287.8081942388629,up,0.7076335633337144,1.0381941931998515
2025-07,Web开发,43,4,1003.25,302.6821626587413,up,0.6054846104816152,1.0918482167907844
2025-08,Web开发,42,4,1003.25,295.9025093623182,down,0.5779758932498522,1.0673923575583226
2025-09,Web开发,34,4,1003.25,240.60177530294402,down,0.479415156525195,0.8679091526691579
2025-10,Web开发,40,4,1003.25,281.35078380823626,down,0.3517830298261624,1.0149007424003904
2025-10,Web开发,37,4,1003.25,260.8273426450051,down,0.8284035390965716,0.9408676958552957
2025-11,Web开发,41,4,1003.25,286.9646176173623,down,0.386697413793861,1.0351512070462532
2025-12,Web开发,39,4,1003.25,276.7888354667493,down,0.543803643299153,0.998444684606988
2025-02,移动开发,97,10,291.5,355.42378110398477,down,0.8616462371186191,0.978756784208716
2025-03,移动开发,92,10,291.5,334.89146756894934,up,0.5368652270114326,0.9222154320642547
2025-04,移动开发,109,10,291.5,398.1290152762739,up,0.41023603231091565,1.0963573497575958
2025-05,移动开发,101,10,291.5,369.3747419662149,up,0.8272041689866543,1.017174578166468
2025-06,移动开发,103,10,291.5,376.85428382367076,up,0.39236393491319954,1.0377715464194623
2025-07,移动开发,98,10,291.5,359.4862662455052,up,0.6950161703913564,0.9899439503591064
2025-08,移动开发,110,10,291.5,401.8405650123017,down,0.6445766557204522,1.1065781190960506
2025-09,移动开发,72,10,291.5,262.9183083291762,down,0.40272698597884543,0.7240176140452835
2025-10,移动开发,111,10,291.5,406.2607567088201,down,0.5914643694265364,1.1187503282741549
2025-10,移动开发,96,10,291.5,349.43270230628724,down,0.6606388194761227,0.9622587069000965
2025-11,移动开发,58,10,291.5,210.86114879877388,down,0.7042199745941926,0.5806639591526468
2025-12,移动开发,96,10,291.5,349.88157772994754,down,0.4017151243867092,0.9634948083922573
2025-02,云原生,120,11,180.63636363636363,377.23119751352453,down,0.6668698290136356,1.0968718983917214
2025-03,云原生,105,11,180.63636363636363,328.479502659839,up,0.8922238017595283,0.95511701587817
2025-04,云原生,132,11,180.63636363636363,414.3175904068719,up,0.7748941257128589,1.204707683039328
2025-05,云原生,134,11,180.63636363636363,419.4873233946223,up,0.8595106259526291,1.2197396710451684
2025-06,云原生,105,11,180.63636363636363,328.90015413126906,up,0.640169842332375,0.956340140532414
2025-07,云原生,128,11,180.63636363636363,402.9492477789592,up,0.36256683677267815,1.171652051262216
