date,keyword_category,search_volume,mention_count,avg_stars_per_mention,influence_score,trend_direction,competitiveness,adoption_rate
2025-02,AI/ML,29,3,1065.6666666666667,635.4283048842033,down,0.7568189911217118,0.9943275024789845
2025-03,AI/ML,33,3,1065.6666666666667,718.7604033787388,up,0.6212564200945078,1.1247267886541639
2025-04,AI/ML,36,3,1065.6666666666667,778.0384539675987,up,0.7310130690257093,1.2174859489572056
2025-05,AI/ML,28,3,1065.6666666666667,617.3956748375666,up,0.46285579697353174,0.9661097793156024
2025-06,AI/ML,29,3,1065.6666666666667,619.3983479123751,up,0.8548145771419791,0.969243591425403
2025-07,AI/ML,31,3,1065.6666666666667,680.7530715049357,up,0.42087226033535,1.0652523600089756
2025-08,AI/ML,37,3,1065.6666666666667,789.5939739359344,down,0.6307850194631676,1.2355681955641695
2025-09,AI/ML,24,3,1065.6666666666667,525.4091875385233,down,0.35183385215352925,0.822167978997877
2025-10,AI/ML,26,3,1065.6666666666667,566.8998338794081,down,0.3084910465853198,0.8870931490528826
2025-11,AI/ML,30,3,1065.6666666666667,653.9811136414528,down,0.8538008065132603,1.0233592088945933
2025-12,AI/ML,25,3,1065.6666666666667,540.218800456307,down,0.7245191694666763,0.8453422778322734
2026-01,AI/ML,34,3,1065.6666666666667,738.418757272188,down,0.6700655438836058,1.1554884682637674
2025-02,Web开发,50,4,1003.25,350.8082596477049,down,0.5659620958104006,1.2654507598575315
2025-03,Web开发,45,4,1003.25,312.5540755237932,up,0.7528715497538958,1.1274586087720697
2025-04,Web开发,39,4,1003.25,273.6555816872439,up,0.8613481965708341,0.9871422757638117
2025-05,Web开发,42,4,1003.25,296.9544872846555,up,0.873089311227647,1.0711870979173777
2025-06,Web开发,43,4,1003.25,302.5936034579742,up,0.6056948361243717,1.091528762203211
2025-07,Web开发,37,4,1003.25,257.7152218818301,up,0.6130514498271724,0.9296415189446291
2025-08,Web开发,41,4,1003.25,288.60560708498974,down,0.8921324488867286,1.04107065538197
2025-09,Web开发,36,4,1003.25,251.7549236619223,down,0.8994828602428924,0.9081412728588206
2025-10,Web开发,37,4,1003.25,256.5865409150829,down,0.5048915943890161,0.9255700920391128
2025-11,Web开发,40,4,1003.25,277.7434283995035,down,0.7524593905670696,1.0018881336105026
2025-12,Web开发,38,4,1003.25,264.0376068350137,down,0.30506705792978384,0.9524478999892276
2026-01,Web开发,37,4,1003.25,261.01373137280893,down,0.722458172516681,0.9415400453531811
2025-02,移动开发,105,10,291.5,384.33833885393466,down,0.3838673522428002,1.0583809429306066
2025-03,移动开发,114,10,291.5,416.38484013757085,up,0.7303873458112684,1.1466297664732714
2025-04,移动开发,122,10,291.5,446.04922272446,up,0.8064689417574027,1.22831877337117
2025-05,移动开发,114,10,291.5,417.0214084744711,up,0.7806308487450977,1.1483827318387805
2025-06,移动开发,137,10,291.5,499.2326858129114,up,0.657245237635923,1.37477401377138
2025-07,移动开发,110,10,291.5,400.91516247946106,up,0.5525632570039669,1.104029769617779
2025-08,移动开发,104,10,291.5,378.61038492723407,down,0.4999214186161862,1.0426074520629458
2025-09,移动开发,100,10,291.5,363.75893443135874,down,0.6483464888648409,1.0017099131221705
2025-10,移动开发,89,10,291.5,324.7083031850092,down,0.7642308710154688,0.8941732982640459
2025-11,移动开发,95,10,291.5,348.1108891323816,down,0.48449413059055124,0.9586187320863737
2025-12,移动开发,92,10,291.5,334.7979157779757,down,0.8155810128609267,0.92195781157019
2026-01,移动开发,97,10,291.5,353.5121087425442,down,0.30821752720818457,0.9734924704727794
2025-02,云原生,128,11,180.63636363636363,401.68568018931876,down,0.4706194258190166,1.1679779866834359
2025-03,云原生,128,11,180.63636363636363,402.26073757838736,up,0.7952132918798297,1.1696500760922375
2025-04,云原生,115,11,180.63636363636363,361.4555729025922,up,0.6505867773889373,1.051001250817065
2025-05,云原生,119,11,180.63636363636363,373.1249996080973,up,0.3822248205170137,1.0849323421689447
2025-06,云原生,115,11,180.63636363636363,361.2875430547315,up,0.5961480413506278,1.050512671878143
2025-07,云原生,103,11,180.63636363636363,322.33688302947064,up,0.34124204039138073,0.9372561737753139
2025-08,云原生,100,11,180.63636363636363,315.2789780607102,down,0.3233784267792679,0.9167339643907757
2025-09,云原生,95,11,180.63636363636363,297.2564733507144,down,0.3038607426200328,0.8643300829373651
2025-10,云原生,119,11,180.63636363636363,374.6425727126082,down,0.6435805535668888,1.0893449763918432
2025-11,云原生,91,11,180.63636363636363,286.00194646171434,down,0.4218795584988783,0.8316053922023271
2025-12,云原生,91,11,180.63636363636363,286.9706986126821,down,0.680954263218487,0.8344222244736426
2026-01,云原生,88,11,180.63636363636363,275.2815643144766,down,0.6906770941605607,0.800433829524498
2025-02,区块链,36,3,232.33333333333334,222.79901842379618,down,0.7399862335665777,1.2106887684237586
2025-03,区块链,31,3,232.33333333333334,192.2404987778209,up,0.7286016145762904,1.044633923223922
2025-04,区块链,31,3,232.33333333333334,191.2538676150743,up,0.40450107646800537,1.0392725743465132
2025-05,区块链,30,3,232.33333333333334,190.12945728326838,up,0.8280182123002071,1.0331625341432495
2025-06,区块链,30,3,232.33333333333334,189.70587954810662,up,0.5017493141026618,1.0308608148172727
2025-07,区块链,34,3,232.33333333333334,211.24304799382278,up,0.8453383408436879,1.1478936820414947
2025-08,区块链,30,3,232.33333333333334,187.7487097478446,down,0.5196125267743015,1.0202255637652766
2025-09,区块链,26,3,232.33333333333334,164.50408925449477,down,0.858842742599476,0.8939144105265259
2025-10,区块链,24,3,232.33333333333334,149.8759834026013,down,0.49930753072716644,0.8144253553974133
2025-11,区块链,31,3,232.33333333333334,193.61249276202247,down,0.7111117309359027,1.0520893317745026
2025-12,区块链,29,3,232.33333333333334,181.53438742138002,down,0.6647615358855854,0.9864569668601292
2026-01,区块链,28,3,232.33333333333334,176.9384674202995,down,0.34708642392973554,0.9614827602175383
2025-02,大数据,42,4,370.0,359.4499365744921,down,0.31039493702809257,1.0555680130811522
2025-03,大数据,34,4,370.0,297.32775639760723,up,0.5260273963246475,0.8731387520761382
2025-04,大数据,39,4,370.0,333.2332919997632,up,0.8389600308484648,0.9785796800545129
2025-05,大数据,43,4,370.0,367.23761313887866,up,0.7985544633532098,1.0784374628741542
2025-06,大数据,41,4,370.0,349.81615928361265,up,0.4025057170026169,1.027277266251955
2025-07,大数据,42,4,370.0,359.1666211148852,up,0.45209643612329203,1.0547360231255483
2025-08,大数据,43,4,370.0,367.14351566366975,down,0.5831098096773568,1.0781611343097686
2025-09,大数据,40,4,370.0,348.9573307874208,down,0.4743856113851017,1.0247552129781612
2025-10,大数据,42,4,370.0,360.550146370831,down,0.7946008276452193,1.0587989116028251
2025-11,大数据,34,4,370.0,297.7435463866854,down,0.8178091659787057,0.8743597694361994
2025-12,大数据,31,4,370.0,272.39150279702375,down,0.44032405340023684,0.7999104412918889
2026-01,大数据,41,4,370.0,349.27782020098425,down,0.33435139829240834,1.0256963687249465
2025-02,DevOps,37,4,233.75,125.97042100433137,down,0.3858949667377645,0.9329241895490279
2025-03,DevOps,39,4,233.75,133.7275493786629,up,0.773619502262191,0.9903726972554694
2025-04,DevOps,48,4,233.75,162.21208214130155,up,0.8718822671394417,1.2013262642150788
2025-05,DevOps,48,4,233.75,162.43039990729957,up,0.31846786962694135,1.2029431034959515
2025-06,DevOps,43,4,233.75,147.91701187821232,up,0.8382970681546946,1.0954584205307238
2025-07,DevOps,44,4,233.75,148.9754679974759,up,0.6482835280243582,1.1032972394325298
2025-08,DevOps,40,4,233.75,137.90141756494825,down,0.3388168340646392,1.0212839426409306
2025-09,DevOps,39,4,233.75,133.7174742436638,down,0.6597563132802269,0.9902980818252857
2025-10,DevOps,31,4,233.75,107.93144914707575,down,0.6048736403480657,0.7993293895471348
2025-11,DevOps,32,4,233.75,109.12446155479007,down,0.7758341461797376,0.8081647187038941
2025-12,DevOps,41,4,233.75,138.98107700530193,down,0.6972623569221941,1.0292797911929195
2026-01,DevOps,34,4,233.75,114.84523901478714,down,0.4079327661104039,0.8505322176207597
2025-02,数据库,17,2,464.5,230.04675161511028,down,0.3095895691357768,0.8764687454379939
2025-03,数据库,23,2,464.5,307.254338402258,up,0.5407702044544939,1.1706265036090142
2025-04,数据库,20,2,464.5,264.47634873950994,up,0.39809518128572857,1.007644106905589
2025-05,数据库,21,2,464.5,286.92337954306083,up,0.8797676473557801,1.0931663791788044
2025-06,数据库,24,2,464.5,323.0533075223071,up,0.565427538603662,1.2308199318867188
2025-07,数据库,16,2,464.5,222.78075881081202,up,0.5923577815824326,0.8487856090631767
2025-08,数据库,20,2,464.5,263.08315478972935,down,0.7993545029451832,1.002336094752655
2025-09,数据库,19,2,464.5,254.21744371488384,down,0.7968522699712439,0.9685580969820696
2025-10,数据库,17,2,464.5,230.6098425247493,down,0.6292283498700242,0.8786140988484371
2025-11,数据库,15,2,464.5,206.62864328207763,down,0.744053291417897,0.7872467073649468
2025-12,数据库,18,2,464.5,242.79195620601766,down,0.4568776613108344,0.9250274553511549
2026-01,数据库,17,2,464.5,224.0495218834963,down,0.7015253238329513,0.8536195446469931
2025-02,前端框架,47,5,878.2,253.30794538593668,down,0.46356665626946625,0.9571287242434903
2025-03,前端框架,45,5,878.2,241.25332059526804,up,0.789943733821235,0.9115801030601012
2025-04,前端框架,52,5,878.2,276.83696401901426,up,0.32659846276502974,1.046033553314948
2025-05,前端框架,50,5,878.2,265.34063425931305,up,0.8396467770421239,1.0025944601604853
2025-06,前端框架,46,5,878.2,244.57463728176953,up,0.41822102468396605,0.9241297591639254
2025-07,前端框架,53,5,878.2,283.79061111928246,up,0.6777332081720842,1.0723080366035749
2025-08,前端框架,42,5,878.2,223.13559307699666,down,0.6223789840135234,0.843121936857167
